CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
13198.0,2.302585092994046,1.9459101490553132,8.132189317204716,5,5,5,555,1,Regular
13199.0,1.3862943611198906,3.6635616461296463,9.191984936991869,5,5,5,555,1,Regular
13200.0,2.9444389791664403,1.6094379124341003,6.769745301020691,4,4,3,443,2,Occasional
13203.0,2.302585092994046,1.6094379124341003,6.769021807549381,5,4,3,543,0,High-Value
13207.0,2.70805020110221,1.0986122886681098,5.526488259576272,4,2,2,422,0,High-Value
13208.0,4.07753744390572,1.9459101490553132,7.105498967663615,3,5,4,354,2,Occasional
13209.0,3.4011973816621555,2.1972245773362196,8.681454302434092,4,5,5,455,1,Regular
13210.0,4.543294782270004,0.6931471805599453,5.8706519268912345,2,1,2,212,3,At-Risk
13211.0,2.302585092994046,1.3862943611198906,6.999805605779951,5,3,4,534,0,High-Value
13212.0,2.995732273553991,1.3862943611198906,6.669282330542903,4,3,3,433,0,High-Value
13213.0,4.04305126783455,1.791759469228055,7.327504547645857,3,4,4,344,2,Occasional
13216.0,5.5909869805108565,0.6931471805599453,5.813354111085492,1,1,2,112,3,At-Risk
13217.0,4.804021044733257,1.3862943611198906,6.282229363019668,2,3,3,233,2,Occasional
13218.0,4.844187086458591,0.6931471805599453,4.153242203469586,2,1,1,211,3,At-Risk
13220.0,4.356708826689592,1.6094379124341003,6.7096579362724444,2,4,3,243,2,Occasional
13221.0,5.480638923341991,1.0986122886681098,6.743364009514037,1,2,3,123,3,At-Risk
13223.0,5.298317366548036,1.0986122886681098,5.101085197018328,1,2,1,121,3,At-Risk
13224.0,4.0943445622221,1.0986122886681098,7.676450465777419,3,2,5,325,2,Occasional
13225.0,1.0986122886681098,2.0794415416798357,8.774133542253146,5,5,5,555,1,Regular
13226.0,5.60947179518496,0.6931471805599453,4.693272634209637,1,1,1,111,3,At-Risk
13227.0,5.308267697401205,0.6931471805599453,5.5556690891919835,1,1,2,112,3,At-Risk
13228.0,4.394449154672439,0.6931471805599453,5.883322388488279,2,1,2,212,3,At-Risk
13229.0,5.420534999272286,0.6931471805599453,5.087287645617338,1,1,1,111,3,At-Risk
13230.0,1.3862943611198906,2.70805020110221,7.921764198172896,5,5,5,555,1,Regular
13232.0,2.5649493574615367,2.0794415416798357,7.192445379947863,5,5,4,554,1,Regular
13233.0,4.30406509320417,1.0986122886681098,6.407077986267962,2,2,3,223,3,At-Risk
13235.0,5.356586274672012,0.6931471805599453,6.939321773198559,1,1,4,114,3,At-Risk
13236.0,3.2188758248682006,1.0986122886681098,6.614524507599939,4,2,3,423,0,High-Value
13238.0,2.833213344056216,1.6094379124341003,6.553548714657728,4,4,3,443,0,High-Value
13239.0,5.568344503761097,0.6931471805599453,5.800788185931274,1,1,2,112,3,At-Risk
13240.0,4.564348191467836,1.6094379124341003,6.499260586313608,2,4,3,243,2,Occasional
13242.0,4.718498871295094,1.3862943611198906,5.603593747400769,2,3,2,232,3,At-Risk
13243.0,5.313205979041787,0.6931471805599453,6.373524546769825,1,1,3,113,3,At-Risk
13244.0,4.532599493153256,0.6931471805599453,4.810068296960951,2,1,1,211,3,At-Risk
13245.0,3.9318256327243257,0.6931471805599453,6.067267510523482,3,1,2,312,3,At-Risk
13246.0,2.8903717578961645,1.9459101490553132,7.581984640687438,4,5,4,454,2,Occasional
13247.0,2.8903717578961645,1.6094379124341003,6.218839134950008,4,4,3,443,0,High-Value
13248.0,4.8283137373023015,1.0986122886681098,6.145643797955656,2,2,2,222,3,At-Risk
13249.0,4.5217885770490405,1.3862943611198906,6.56865358837482,2,3,3,233,2,Occasional
13253.0,5.056245805348308,1.0986122886681098,6.9386723816168585,2,2,4,224,2,Occasional
13255.0,2.1972245773362196,1.0986122886681098,5.992738734985712,5,2,2,522,0,High-Value
13256.0,2.6390573296152584,0.6931471805599453,0.0,4,1,1,411,3,At-Risk
13258.0,2.4849066497880004,1.3862943611198906,6.512977853578813,5,3,3,533,0,High-Value
13259.0,4.127134385045092,0.6931471805599453,5.64960784020993,3,1,2,312,3,At-Risk
13260.0,4.110873864173311,0.6931471805599453,6.325469456665338,3,1,3,313,3,At-Risk
13261.0,5.594711379601839,1.0986122886681098,6.8512907420010105,1,2,4,124,3,At-Risk
13262.0,5.572154032177765,0.6931471805599453,5.3047466543129405,1,1,1,111,3,At-Risk
13263.0,0.0,3.58351893845611,8.914347863308706,5,5,5,555,1,Regular
13265.0,3.970291913552122,1.791759469228055,7.646669009574865,3,4,5,345,2,Occasional
13266.0,2.3978952727983707,2.5649493574615367,8.25199250811344,5,5,5,555,1,Regular
13267.0,1.0986122886681098,2.995732273553991,8.416818006100614,5,5,5,555,1,Regular
13268.0,2.8903717578961645,2.4849066497880004,8.06329910390357,4,5,5,455,1,Regular
13269.0,0.0,2.772588722239781,8.583782109053482,5,5,5,555,1,Regular
13270.0,5.902633333401366,0.6931471805599453,6.3818160174060985,1,1,3,113,3,At-Risk
13271.0,3.6109179126442243,0.6931471805599453,5.358894928433641,3,1,1,311,3,At-Risk
13272.0,3.4339872044851463,1.0986122886681098,5.626037126031348,4,2,2,422,0,High-Value
13273.0,4.727387818712341,0.6931471805599453,4.941499555261394,2,1,1,211,3,At-Risk
13276.0,4.1588830833596715,1.0986122886681098,6.383388384649479,3,2,3,323,3,At-Risk
13277.0,2.772588722239781,1.6094379124341003,5.5583712718823435,4,4,2,442,0,High-Value
13278.0,3.713572066704308,0.6931471805599453,6.298452800117238,3,1,3,313,0,High-Value
13279.0,4.356708826689592,0.6931471805599453,4.932673752626544,2,1,1,211,3,At-Risk
13280.0,4.804021044733257,1.3862943611198906,6.68393649975286,2,3,3,233,2,Occasional
13282.0,2.8903717578961645,1.3862943611198906,7.032747819149021,4,3,4,434,2,Occasional
13283.0,4.0943445622221,1.0986122886681098,4.5502915244781015,3,2,1,321,3,At-Risk
13284.0,5.802118375377063,0.6931471805599453,5.309207849379209,1,1,1,111,3,At-Risk
13285.0,3.1354942159291497,1.6094379124341003,7.904748193336201,4,4,5,445,2,Occasional
13291.0,5.049856007249537,0.6931471805599453,5.8919480330707374,2,1,2,212,3,At-Risk
13292.0,3.6635616461296463,1.0986122886681098,6.362924649913461,3,2,3,323,0,High-Value
13294.0,5.247024072160486,1.0986122886681098,6.773926699344786,1,2,3,123,3,At-Risk
13295.0,5.886104031450156,0.6931471805599453,5.309257306586371,1,1,1,111,3,At-Risk
13296.0,4.919980925828125,0.6931471805599453,4.481871969643598,2,1,1,211,3,At-Risk
13297.0,2.0794415416798357,1.6094379124341003,7.645325960844005,5,4,5,545,2,Occasional
13298.0,0.0,0.6931471805599453,5.8888779583328805,5,1,2,512,0,High-Value
13299.0,5.5909869805108565,0.6931471805599453,4.966335035199676,1,1,1,111,3,At-Risk
13300.0,5.1298987149230735,0.6931471805599453,5.921283469984221,2,1,2,212,3,At-Risk
13301.0,4.6443908991413725,1.6094379124341003,6.428250657915328,2,4,3,243,2,Occasional
13302.0,5.043425116919247,0.6931471805599453,4.1705337005796475,2,1,1,211,3,At-Risk
13304.0,5.860786223465865,0.6931471805599453,5.7085046409915305,1,1,2,112,3,At-Risk
13305.0,1.3862943611198906,2.3978952727983707,7.601832027360015,5,5,4,554,1,Regular
13307.0,4.787491742782046,0.6931471805599453,2.772588722239781,2,1,1,211,3,At-Risk
13308.0,3.1354942159291497,1.3862943611198906,7.23454507743516,4,3,4,434,2,Occasional
13309.0,1.9459101490553132,1.791759469228055,7.2846768692730555,5,4,4,544,1,Regular
13310.0,3.332204510175204,1.3862943611198906,7.032650739053453,4,3,4,434,2,Occasional
13311.0,1.3862943611198906,1.0986122886681098,6.396212731621162,5,2,3,523,0,High-Value
13313.0,3.091042453358316,1.791759469228055,7.35007933912113,4,4,4,444,2,Occasional
13314.0,0.6931471805599453,1.3862943611198906,6.655363127308804,5,3,3,533,0,High-Value
13316.0,3.6109179126442243,1.6094379124341003,8.654156438485995,3,4,5,345,2,Occasional
13317.0,4.189654742026425,1.9459101490553132,7.729594662150938,3,5,5,355,2,Occasional
13318.0,0.0,1.3862943611198906,6.464214402021743,5,3,3,533,0,High-Value
13319.0,1.6094379124341003,3.295836866004329,9.29160233605445,5,5,5,555,1,Regular
13320.0,4.356708826689592,1.6094379124341003,7.3351123335064,2,4,4,244,2,Occasional
13321.0,4.276666119016055,1.0986122886681098,6.342755020769874,3,2,3,323,3,At-Risk
13322.0,2.833213344056216,0.6931471805599453,5.300714491147758,4,1,1,411,0,High-Value
13323.0,1.0986122886681098,1.791759469228055,6.670576188703463,5,4,3,543,0,High-Value
13324.0,3.58351893845611,2.3978952727983707,8.871077244439467,3,5,5,355,1,Regular
13325.0,4.406719247264253,0.6931471805599453,6.516636764580894,2,1,3,213,3,At-Risk
13327.0,3.6635616461296463,2.1972245773362196,8.196649026863438,3,5,5,355,2,Occasional
13328.0,5.755742213586912,0.6931471805599453,7.17738539082617,1,1,4,114,3,At-Risk
13329.0,3.4657359027997265,1.0986122886681098,6.672032945461067,4,2,3,423,0,High-Value
13330.0,4.532599493153256,1.3862943611198906,7.040475092365302,2,3,4,234,2,Occasional
13332.0,2.6390573296152584,0.6931471805599453,5.86334704432754,4,1,2,412,0,High-Value
13334.0,4.406719247264253,1.3862943611198906,8.161466369296502,2,3,5,235,2,Occasional
13336.0,4.343805421853684,0.6931471805599453,6.679749928251019,2,1,3,213,3,At-Risk
13338.0,5.062595033026967,0.6931471805599453,6.190356388619899,2,1,2,212,3,At-Risk
13339.0,5.303304908059076,0.6931471805599453,6.758233867538541,1,1,3,113,3,At-Risk
13340.0,3.8066624897703196,2.0794415416798357,9.28149570365981,3,5,5,355,1,Regular
13341.0,5.564520407322694,0.6931471805599453,6.65524728153801,1,1,3,113,3,At-Risk
13343.0,5.181783550292085,0.6931471805599453,5.870510865261174,2,1,2,212,3,At-Risk
13344.0,4.219507705176107,1.3862943611198906,7.829109171398687,3,3,5,335,2,Occasional
13345.0,5.662960480135946,0.6931471805599453,5.967427969279741,1,1,2,112,3,At-Risk
13347.0,4.248495242049359,0.6931471805599453,5.835862815013409,3,1,2,312,3,At-Risk
13348.0,4.1588830833596715,0.6931471805599453,5.458563715690134,3,1,1,311,3,At-Risk
13349.0,2.3978952727983707,0.6931471805599453,5.514718236994854,5,1,1,511,0,High-Value
13350.0,2.772588722239781,1.0986122886681098,6.887675013147945,4,2,4,424,0,High-Value
13351.0,4.189654742026425,0.6931471805599453,5.926766013169045,3,1,2,312,3,At-Risk
13352.0,4.0943445622221,0.6931471805599453,5.988911290320265,3,1,2,312,3,At-Risk
13354.0,4.2626798770413155,0.6931471805599453,6.612753146812557,3,1,3,313,3,At-Risk
13355.0,4.804021044733257,0.6931471805599453,6.515749190558129,2,1,3,213,3,At-Risk
13356.0,4.382026634673881,0.6931471805599453,6.645403014442647,2,1,3,213,3,At-Risk
13357.0,5.54907608489522,0.6931471805599453,6.414114479970247,1,1,3,113,3,At-Risk
13358.0,5.594711379601839,0.6931471805599453,6.086842906406214,1,1,2,112,3,At-Risk
13359.0,4.1588830833596715,0.6931471805599453,6.088046644954226,3,1,2,312,3,At-Risk
13362.0,2.1972245773362196,1.6094379124341003,8.036489318202769,5,4,5,545,1,Regular
13363.0,2.8903717578961645,1.0986122886681098,6.901234061991872,4,2,4,424,0,High-Value
13364.0,4.2626798770413155,0.6931471805599453,4.9123607248279155,3,1,1,311,3,At-Risk
13365.0,3.5263605246161616,1.0986122886681098,7.708127735453272,3,2,5,325,2,Occasional
13366.0,3.912023005428146,0.6931471805599453,4.045854353061666,3,1,1,311,3,At-Risk
13368.0,5.54907608489522,1.0986122886681098,6.436791188641277,1,2,3,123,3,At-Risk
13369.0,5.902633333401366,0.6931471805599453,5.734247015460021,1,1,2,112,3,At-Risk
13370.0,5.918893854273146,0.6931471805599453,6.62786940372116,1,1,3,113,3,At-Risk
13372.0,4.499809670330265,0.6931471805599453,5.939223435262291,2,1,2,212,3,At-Risk
13373.0,4.110873864173311,1.3862943611198906,8.105684859760789,3,3,5,335,2,Occasional
13375.0,4.48863636973214,0.6931471805599453,6.658845101030894,2,1,3,213,3,At-Risk
13376.0,4.59511985013459,1.3862943611198906,6.928302726869797,2,3,4,234,2,Occasional
13379.0,3.258096538021482,1.3862943611198906,6.351862551846838,4,3,3,433,0,High-Value
13381.0,3.4657359027997265,1.9459101490553132,8.199824121839633,4,5,5,455,2,Occasional
13382.0,5.638354669333745,0.6931471805599453,5.411601408001375,1,1,1,111,3,At-Risk
13384.0,3.4339872044851463,2.0794415416798357,8.331569388203366,4,5,5,455,2,Occasional
13385.0,5.799092654460526,0.6931471805599453,6.283331600299074,1,1,3,113,3,At-Risk
13388.0,4.875197323201151,1.0986122886681098,6.519294769689797,2,2,3,223,3,At-Risk
13389.0,2.3978952727983707,1.3862943611198906,6.683310881934879,5,3,3,533,0,High-Value
13390.0,4.31748811353631,0.6931471805599453,6.30093257288162,2,1,3,213,3,At-Risk
13391.0,5.318119993844216,0.6931471805599453,4.107589788972121,1,1,1,111,3,At-Risk
13394.0,0.6931471805599453,2.1972245773362196,7.832418860516229,5,5,5,555,1,Regular
13395.0,5.220355825078324,0.6931471805599453,5.7324347172293635,1,1,2,112,3,At-Risk
13396.0,3.367295829986474,1.0986122886681098,7.216702144538598,4,2,4,424,2,Occasional
13397.0,4.290459441148391,1.791759469228055,7.342863328186895,2,4,4,244,2,Occasional
13398.0,5.2574953720277815,0.6931471805599453,6.127611266781323,1,1,2,112,3,At-Risk
13402.0,4.844187086458591,1.0986122886681098,6.433309799308897,2,2,3,223,3,At-Risk
13403.0,2.8903717578961645,0.6931471805599453,4.330733340286331,4,1,1,411,0,High-Value
13404.0,0.0,1.0986122886681098,5.5353243745214,5,2,2,522,0,High-Value
13405.0,4.30406509320417,1.3862943611198906,6.351672492640208,2,3,3,233,2,Occasional
13408.0,0.6931471805599453,4.143134726391533,10.244166642215127,5,5,5,555,1,Regular
13410.0,3.1780538303479458,1.791759469228055,6.911807059422235,4,4,4,444,2,Occasional
13411.0,4.672828834461906,0.6931471805599453,5.368542811437534,2,1,1,211,3,At-Risk
13414.0,4.897839799950911,1.3862943611198906,7.238137580965946,2,3,4,234,2,Occasional
13416.0,3.784189633918261,1.0986122886681098,6.570182436916891,3,2,3,323,2,Occasional
13417.0,1.6094379124341003,1.0986122886681098,6.4643234711171225,5,2,3,523,0,High-Value
13418.0,2.4849066497880004,2.9444389791664403,8.720693878671442,5,5,5,555,1,Regular
13419.0,4.1588830833596715,0.6931471805599453,5.40294761562612,3,1,1,311,3,At-Risk
13420.0,5.0106352940962555,1.0986122886681098,5.080472253685035,2,2,1,221,3,At-Risk
13421.0,3.6888794541139363,1.0986122886681098,7.514641709852188,3,2,4,324,2,Occasional
13422.0,4.1588830833596715,0.6931471805599453,7.8737119818711125,3,1,5,315,2,Occasional
13425.0,4.68213122712422,1.3862943611198906,7.393392317183492,2,3,4,234,2,Occasional
13426.0,0.0,2.3978952727983707,8.200376120238847,5,5,5,555,1,Regular
13427.0,2.9444389791664403,1.3862943611198906,6.369215816648631,4,3,3,433,0,High-Value
13428.0,2.302585092994046,0.6931471805599453,5.3121216475244335,5,1,1,511,0,High-Value
13429.0,2.3978952727983707,1.6094379124341003,6.915525016246498,5,4,4,544,0,High-Value
13430.0,2.9444389791664403,1.0986122886681098,6.5227543440063265,4,2,3,423,0,High-Value
13431.0,4.204692619390966,1.0986122886681098,7.146850916510274,3,2,4,324,2,Occasional
13434.0,4.30406509320417,1.0986122886681098,6.282715244436788,2,2,3,223,3,At-Risk
13435.0,1.6094379124341003,2.0794415416798357,8.245618036642021,5,5,5,555,1,Regular
13436.0,0.6931471805599453,0.6931471805599453,5.287711320760812,5,1,1,511,0,High-Value
13437.0,2.6390573296152584,2.0794415416798357,8.134191872452362,4,5,5,455,1,Regular
13439.0,5.541263545158426,0.6931471805599453,5.651471118359793,1,1,2,112,3,At-Risk
13441.0,4.5217885770490405,0.6931471805599453,5.69588470252906,2,1,2,212,3,At-Risk
13447.0,3.1354942159291497,1.3862943611198906,7.030096797837492,4,3,4,434,2,Occasional
13448.0,2.833213344056216,1.9459101490553132,8.170663750231064,4,5,5,455,1,Regular
13449.0,3.1780538303479458,0.6931471805599453,5.679762968811981,4,1,2,412,0,High-Value
13450.0,3.295836866004329,1.9459101490553132,7.623016139787193,4,5,4,454,2,Occasional
13451.0,3.258096538021482,1.791759469228055,7.972210810998752,4,4,5,445,2,Occasional
13452.0,5.556828061699537,1.0986122886681098,6.3818160174060985,1,2,3,123,3,At-Risk
13453.0,5.111987788356544,1.0986122886681098,5.880477118918354,2,2,2,222,3,At-Risk
13455.0,3.2188758248682006,1.0986122886681098,6.965401351674954,4,2,4,424,0,High-Value
13456.0,2.8903717578961645,1.9459101490553132,7.477445859614847,4,5,4,454,2,Occasional
13458.0,1.9459101490553132,2.70805020110221,9.174461349151194,5,5,5,555,1,Regular
13460.0,3.367295829986474,1.0986122886681098,5.217324207338505,4,2,1,421,0,High-Value
13461.0,3.6635616461296463,1.3862943611198906,7.27655640271871,3,3,4,334,2,Occasional
13462.0,5.53338948872752,0.6931471805599453,5.0271645960474665,1,1,1,111,3,At-Risk
13464.0,4.060443010546419,0.6931471805599453,6.515719591185634,3,1,3,313,3,At-Risk
13466.0,5.214935757608986,0.6931471805599453,5.733017599924536,1,1,2,112,3,At-Risk
13467.0,2.3978952727983707,1.0986122886681098,6.978129862132399,5,2,4,524,0,High-Value
13468.0,0.6931471805599453,3.6375861597263857,8.64926827413607,5,5,5,555,1,Regular
13470.0,4.59511985013459,1.0986122886681098,5.111987788356544,2,2,1,221,3,At-Risk
13471.0,0.0,1.6094379124341003,7.825181366096544,5,4,5,545,1,Regular
13473.0,4.110873864173311,1.0986122886681098,6.048884037975468,3,2,2,322,3,At-Risk
13474.0,5.4638318050256105,0.6931471805599453,5.428643628223611,1,1,1,111,3,At-Risk
13475.0,5.25227342804663,1.6094379124341003,7.2673718919667785,1,4,4,144,2,Occasional
13476.0,5.187385805840755,1.0986122886681098,7.122439147874555,2,2,4,224,2,Occasional
13477.0,3.6375861597263857,1.9459101490553132,7.283159725605137,3,5,4,354,2,Occasional
13479.0,5.303304908059076,1.0986122886681098,5.71026144075391,1,2,2,122,3,At-Risk
13481.0,3.828641396489095,1.791759469228055,7.498626071957096,3,4,4,344,2,Occasional
13482.0,5.44673737166631,0.6931471805599453,5.223809314372975,1,1,1,111,3,At-Risk
13483.0,4.189654742026425,0.6931471805599453,4.951168335262708,3,1,1,311,3,At-Risk
13484.0,5.484796933490655,0.6931471805599453,5.751937516543248,1,1,2,112,3,At-Risk
13485.0,5.4510384535657,0.6931471805599453,6.120824752413689,1,1,2,112,3,At-Risk
13486.0,4.356708826689592,1.3862943611198906,7.024123981607583,2,3,4,234,2,Occasional
13487.0,4.060443010546419,1.3862943611198906,6.356801864125367,3,3,3,333,2,Occasional
13488.0,2.833213344056216,2.6390573296152584,9.101564029017187,4,5,5,455,1,Regular
13489.0,4.653960350157523,1.6094379124341003,6.110402471179496,2,4,2,242,2,Occasional
13491.0,3.9512437185814275,2.3978952727983707,7.103996177364903,3,5,4,354,2,Occasional
13492.0,4.912654885736052,1.3862943611198906,7.147433378135437,2,3,4,234,2,Occasional
13493.0,5.616771097666572,1.0986122886681098,6.429122525704993,1,2,3,123,3,At-Risk
13494.0,5.7430031878094825,0.6931471805599453,5.759721626980309,1,1,2,112,3,At-Risk
13495.0,2.0794415416798357,1.791759469228055,7.623578405880983,5,4,4,544,1,Regular
13496.0,2.3978952727983707,1.0986122886681098,6.483611811351871,5,2,3,523,0,High-Value
13497.0,5.645446897643238,1.0986122886681098,5.855215178416411,1,2,2,122,3,At-Risk
13499.0,2.8903717578961645,1.791759469228055,7.056270107190766,4,4,4,444,2,Occasional
13500.0,3.1354942159291497,1.3862943611198906,7.062851226189096,4,3,4,434,2,Occasional
13501.0,5.662960480135946,0.6931471805599453,7.201409482704207,1,1,4,114,3,At-Risk
13502.0,2.833213344056216,1.3862943611198906,5.680172609017068,4,3,2,432,0,High-Value
13503.0,4.2626798770413155,0.6931471805599453,5.383806752563451,3,1,1,311,3,At-Risk
13504.0,4.1588830833596715,0.6931471805599453,5.693496420787701,3,1,2,312,3,At-Risk
13505.0,4.290459441148391,1.6094379124341003,8.388138619999735,2,4,5,245,2,Occasional
13506.0,5.755742213586912,1.0986122886681098,6.130182466419805,1,2,2,122,3,At-Risk
13507.0,1.0986122886681098,1.6094379124341003,7.816078353206984,5,4,5,545,1,Regular
13508.0,5.497168225293202,0.6931471805599453,4.718230978272105,1,1,1,111,3,At-Risk
13509.0,2.1972245773362196,2.0794415416798357,6.888286995786739,5,5,4,554,1,Regular
13510.0,0.0,1.6094379124341003,7.491400044716921,5,4,4,544,1,Regular
13512.0,5.564520407322694,0.6931471805599453,5.530262073815315,1,1,2,112,3,At-Risk
13513.0,4.844187086458591,0.6931471805599453,5.328361487896413,2,1,1,211,3,At-Risk
13514.0,4.30406509320417,0.6931471805599453,5.031744257306491,2,1,1,211,3,At-Risk
13515.0,4.290459441148391,1.6094379124341003,6.793600652679757,2,4,3,243,2,Occasional
13516.0,3.044522437723423,1.3862943611198906,7.2373539466601775,4,3,4,434,2,Occasional
13517.0,4.0943445622221,1.3862943611198906,7.663604921153483,3,3,5,335,2,Occasional
13518.0,4.454347296253507,0.6931471805599453,6.442794911088096,2,1,3,213,3,At-Risk
13519.0,4.356708826689592,0.6931471805599453,4.8182634014487995,2,1,1,211,3,At-Risk
13520.0,4.07753744390572,1.9459101490553132,8.195706114352095,3,5,5,355,2,Occasional
13521.0,0.0,1.3862943611198906,6.977962080025035,5,3,4,534,0,High-Value
13522.0,3.4011973816621555,0.6931471805599453,4.842611042003125,4,1,1,411,3,At-Risk
13523.0,3.4965075614664802,1.791759469228055,8.285483051435902,4,4,5,445,2,Occasional
13524.0,3.713572066704308,1.791759469228055,6.523826588404497,3,4,3,343,2,Occasional
13525.0,2.70805020110221,1.0986122886681098,6.445370552049637,4,2,3,423,0,High-Value
13527.0,3.5263605246161616,2.0794415416798357,7.7157300209728215,3,5,5,355,2,Occasional
13529.0,4.3694478524670215,1.0986122886681098,5.732564276081653,2,2,2,222,3,At-Risk
13531.0,5.3230099791384085,1.0986122886681098,6.1837364347551045,1,2,2,122,3,At-Risk
13532.0,3.5263605246161616,0.6931471805599453,5.353326249578836,3,1,1,311,0,High-Value
13533.0,5.209486152841421,1.3862943611198906,5.598755236788495,1,3,2,132,3,At-Risk
13534.0,0.6931471805599453,3.258096538021482,8.677793882270105,5,5,5,555,1,Regular
13536.0,0.0,2.0794415416798357,8.144792384587438,5,5,5,555,1,Regular
13538.0,3.7612001156935624,2.0794415416798357,7.156059625954846,3,5,4,354,2,Occasional
13539.0,4.454347296253507,1.3862943611198906,6.449427224173901,2,3,3,233,2,Occasional
13544.0,3.6888794541139363,1.0986122886681098,5.624234089229733,3,2,2,322,0,High-Value
13546.0,2.4849066497880004,1.3862943611198906,6.433084776805697,5,3,3,533,0,High-Value
13548.0,4.564348191467836,1.0986122886681098,6.520856740447811,2,2,3,223,3,At-Risk
13549.0,3.258096538021482,2.0794415416798357,6.823503726534546,4,5,3,453,2,Occasional
13551.0,5.765191102784844,0.6931471805599453,4.530446639792155,1,1,1,111,3,At-Risk
13552.0,4.189654742026425,2.5649493574615367,8.227126945747532,3,5,5,355,1,Regular
13555.0,4.30406509320417,1.6094379124341003,8.318712983971391,2,4,5,245,2,Occasional
13557.0,3.332204510175204,1.0986122886681098,6.371714406075083,4,2,3,423,0,High-Value
13558.0,1.791759469228055,1.6094379124341003,6.389434973453886,5,4,3,543,0,High-Value
13560.0,1.9459101490553132,0.6931471805599453,5.149933360781779,5,1,1,511,0,High-Value
13561.0,5.375278407684165,0.6931471805599453,4.961865129726826,1,1,1,111,3,At-Risk
13562.0,4.406719247264253,1.3862943611198906,7.495725260414088,2,3,4,234,2,Occasional
13563.0,4.430816798843313,1.0986122886681098,6.657407526177046,2,2,3,223,2,Occasional
13564.0,4.969813299576001,1.3862943611198906,7.453370659852556,2,3,4,234,2,Occasional
13565.0,2.9444389791664403,1.0986122886681098,5.485709380155097,4,2,1,421,0,High-Value
13566.0,3.713572066704308,1.0986122886681098,6.75441760191189,3,2,3,323,2,Occasional
13568.0,5.153291594497779,0.6931471805599453,5.2367078849163455,2,1,1,211,3,At-Risk
13569.0,2.833213344056216,1.0986122886681098,5.8278273455181555,4,2,2,422,0,High-Value
13570.0,5.493061443340548,0.6931471805599453,5.482678508639762,1,1,1,111,3,At-Risk
13571.0,2.5649493574615367,2.5649493574615367,7.644890636412799,5,5,5,555,1,Regular
13572.0,5.327876168789581,0.6931471805599453,7.233635907747459,1,1,4,114,3,At-Risk
13573.0,3.912023005428146,1.0986122886681098,5.674182004879911,3,2,2,322,3,At-Risk
13575.0,3.1354942159291497,1.791759469228055,6.597241195280628,4,4,3,443,2,Occasional
13576.0,2.302585092994046,2.9444389791664403,8.812596379192264,5,5,5,555,1,Regular
13577.0,3.2188758248682006,1.6094379124341003,7.431655062235399,4,4,4,444,2,Occasional
13579.0,2.70805020110221,1.0986122886681098,6.148553762350757,4,2,2,422,0,High-Value
13581.0,5.733341276897746,0.6931471805599453,4.77912349311153,1,1,1,111,3,At-Risk
13583.0,5.049856007249537,0.6931471805599453,6.661893102980819,2,1,3,213,3,At-Risk
13584.0,5.726847747587197,0.6931471805599453,4.96563792816552,1,1,1,111,3,At-Risk
13587.0,4.1588830833596715,0.6931471805599453,6.570042272924791,3,1,3,313,3,At-Risk
13588.0,2.772588722239781,2.302585092994046,7.815993677665464,4,5,5,455,1,Regular
13589.0,2.70805020110221,1.0986122886681098,5.941880317752221,4,2,2,422,0,High-Value
13590.0,2.3978952727983707,1.9459101490553132,7.592325784791223,5,5,4,554,1,Regular
13591.0,4.174387269895637,1.3862943611198906,7.019412926024925,3,3,4,334,2,Occasional
13592.0,3.58351893845611,1.6094379124341003,5.5172922409900265,3,4,1,341,0,High-Value
13593.0,4.68213122712422,1.791759469228055,7.607321811344266,2,4,4,244,2,Occasional
13594.0,3.970291913552122,0.6931471805599453,5.986376625559036,3,1,2,312,3,At-Risk
13596.0,1.791759469228055,1.0986122886681098,6.499952440510379,5,2,3,523,0,High-Value
13598.0,3.8501476017100584,0.6931471805599453,5.081652781331536,3,1,1,311,3,At-Risk
13599.0,0.0,3.091042453358316,8.546930618480117,5,5,5,555,1,Regular
13600.0,5.7430031878094825,0.6931471805599453,5.395988393721483,1,1,1,111,3,At-Risk
13601.0,3.8066624897703196,1.0986122886681098,6.54293294933599,3,2,3,323,2,Occasional
13602.0,4.174387269895637,0.6931471805599453,6.063529362008149,3,1,2,312,3,At-Risk
13603.0,3.258096538021482,0.6931471805599453,5.108003959824529,4,1,1,411,0,High-Value
13606.0,3.367295829986474,1.3862943611198906,5.6267214285197396,4,3,2,432,0,High-Value
13607.0,3.6888794541139363,0.6931471805599453,6.516947229467592,3,1,3,313,0,High-Value
13610.0,2.4849066497880004,2.0794415416798357,6.987794909727863,5,5,4,554,2,Occasional
13611.0,4.48863636973214,1.3862943611198906,7.052201883347165,2,3,4,234,2,Occasional
13614.0,3.1780538303479458,1.6094379124341003,7.369260397972974,4,4,4,444,2,Occasional
13615.0,5.765191102784844,0.6931471805599453,6.037130789291114,1,1,2,112,3,At-Risk
13617.0,3.6888794541139363,1.3862943611198906,6.301116015363744,3,3,3,333,2,Occasional
13618.0,5.159055299214529,0.6931471805599453,5.183691840706733,2,1,1,211,3,At-Risk
13621.0,4.762173934797756,0.6931471805599453,5.3699401102210045,2,1,1,211,3,At-Risk
13623.0,3.4339872044851463,1.791759469228055,6.591317015443623,4,4,3,443,2,Occasional
